,name,review
70,사랑루,너무너무 좋았어요깔끔하고 깨끗하고관리 잘 되어있고편안하고 아늑하고! 사장님 두분 다 넘 친절하시고 대 만족했어요 :)조식도 주시고 화장실도 개별이라 넘 좋았어요!잘 머물다 갑니다^^
71,사랑루,"와 급예약해서 간 숙소였는데 이렇게나 좋을 줄이야원래도 이뻤을것같은데 눈이와서 더 예뻤어요친절하신 사장님, 알찬 조식까지~바닥도 뜨끈뜨끈 아주 잘 쉬다갔어요 ^^영하10도 날씨라 우풍이 좀 심하긴했으나 바닥이 따뜻해서 쾌적하게 지내다 갑니다 ^^다음에 전주가게 된다면 또 묵고싶은 사랑루입니다 ♡"
72,사랑루,너무 잘 쉬다갑니다. 깨끗하게 잘 되어 있었고 사장님도 친절하세요.위치도 조용한 곳에 있어서 좋았습니다.
73,사랑루,한옥마을 중심부와 접근성이 아주 좋고요 조용하고 깨끗하고 좋았어요!!
74,사랑루,아이 둘이랑 묵었는데 시원~하게 준비해주신 방에서 잘 지내다가 갑니다^^ 한옥이 정갈하고 예뻐서 한복입고 아기 돌 기념 스냅사진 촬영해도 될지 부탁드렸는데 청소시간 조절해가면서 배려해주셔서 넘 감사하고 죄송했네요ㅠㅠ 덕분에 저희 가족에게는 두고두고 평생 간직할 추억의 장소가 되었습니다^^♡ 숙소가 천변에 있어서 여름밤인데도 덥지도않고 조용히 산책하는데 분위기 있고 좋았습니다.
75,사랑루,"대부분 길거리 주차인데, 거리가 가까워서 다해입니다.조용하고 깨끗해서 머물기 좋아요"
76,사랑루,비 내리는 사랑루 낙숫물 소리에 힐링하고 갑니다.조용하고 침구도 깨끗하고 조식도 좋았어요~(!사장님 부부께서 정말 관리 잘하신듯해요)한옥 특징상 방음이 좀 흠이지만 (늦은밤 옆 방에서 찬송가 한 곡만 계속 리플레이하는 고문 견디다 못해 결국 일어나 정중히 꺼달라고 부탁 드린 것 빼고는)다시 방문하고 싶은 곳입니다.가을에 시간되면 다시 한번 방문하고 싶어요~^^
77,사랑루,마당 풍경이 정말 예뻤어요! 숙소 옆에 살림책방이란 곳도 좋아요. 한옥마을 걸어가기도 접근성이 좋아요 정감 가는 방이었습니다. 다만 화장실이 정말 좁아요 그래서 화장실이 중요한 분들은 좀 불편할 수 있어요 겨울이나 추울 때 크게 샤워 많이 안 해도 되는 날에는 괜찮을 것 같아요. 두 명이서 따뜻하게 지내기 딱 좋았습니다. 조식도 맛있었어요
78,사랑루,"급하게 방을 알아보던 중 다행히 빈 방이 하나 남아 예약하고 묵고 왔습니다. 친절히 문자로 오는길, 주차, 주변에 갈만한 곳도 문자로 수시로 알려주셨어요! 당연히 두 분 모두 친절하셨고 맛있는 조식까지 잘 먹었습니다.위치는 한옥마을 끝에있어 정말 조용하고 좋습니다. 다음에 또 올게요 :)"
79,사랑루,하루 편하게 잘 쉬다가 왔습니다~~~^^
80,꽃잠,"전주 여행은 한옥 느낌이 나는 숙소에서 묵고싶었는데 2박 3일 꽃잠에서 머무르기로 한 것은 너무너무 잘한 것 같아요!우선 사장님이 너무너무 친절하셔서 마음이 따뜻해졌어요😭 정말 사소한 것 까지 신경써주시고 배려해주셔서 너무 감사했습니다!!달콤한 꽃잠에서 묵었는데, 숙소 안의 인테리어와 소품들이 너무 예뻤고 사장님 주신 귤 까먹으면서 도란도란 수다떨기 너무 좋아요 ㅎㅎ 침구도 너무 뽀송뽀송 깨끗했구 전체적으로 엄청 깔끔해요 !숙소 바깥도 아기자기한 소품들로 꾸며져있고 특히 밤에 불켜지면 엄청 예뻐요전주여행하는 모든 사람들이 여기서 머물렀으면 좋겠을정도로 너무너무 추천합니다 !!"
81,꽃잠,위치도 좋고 길찾기도 쉽고 아기자기한 숙소여서 푹 쉴수 있습니다.사장님도 너무 친절하시고 좋습니다.
82,꽃잠,"쏟으시는 정성이 대단해요~ 인테리어는 물론 작은 소품 하나하나 신경쓰신 게 눈에 보이는 멋진 공간이었어요! 사장님이 정말 친절하세요! 근처 주차장, 맛집을 빠삭하게 알고 계셔서 큰 도움을 얻었답니다 :) 덕분에 좋은 추억 쌓고 갑니다!~"
83,꽃잠,분위가 정말 좋고 인테리어가 잘 꾸며져 있어서 좋았습니다 그리고 간단한 다과를 주셔서 정말 맛있었습니다!
84,꽃잠,주인이모님이 너무친절하시고 더운날에 수박과 얼음물까지 챙겨주셔서 감사했습니다덕분에 멋진한옥에서 잘 쉬다갑니다~!!
85,꽃잠,"아늑한 방 분위기와 친절하신 사장님:D 너무 잘 쉬었습니다~ 유명한 전주 물갈비집들과도 가깝고, 맹꽁이 오락실이랑도 가깝고, 난장이랑도 가깝고~ 놀기에도 좋았어요! 다음에 또 갈게요~!!"
86,꽃잠,사장님 너무 친절하세요~~ 관리 정말 잘되어있어요~~ 잘 쉬다갑니다
87,꽃잠,아기 친구들 우정여행으로 잘쉬다 가요^^
88,꽃잠,"한옥마을 바로 옆에 있어서 관광하기에 너무 편하고 좋았습니다!사장님도 너무 친절하게 해주셔서 따뜻하고 편안하게 쉴 수 있었어요!방안도 너무 이쁘게 꾸며져 있어서 사진찍기에도 좋았어요!전주에서 편안하게 쉬면서 추억만들고 싶으신분들은 꼭 방문하시길 추천드려요!사장님, 편안하게 잘쉬었어요! 다음에도 방문할께요!"
89,꽃잠,여사장님~~완전완전 친절하시고~~웰컴 음료와 귤도 주시면서 주변 먹거리 즐길거리 다 추천해 주시고~~급 여행간 저희 4식구 완전 행복한 시간 보내고 꼭 다시 가기로 했어요~~^^사장님~~딸램 수능 끝나면 좋은 소식 가지고 또 갈께요~~
90,몽유화원게스트하우스,방이 크지는 않았지만 조용하고 둘이 자기에 딱 이었어요 ^^ 급히 예약했는데 자세히 안내해 주시고 좋앗습니다가격대비 넘 만족햇어요
91,몽유화원게스트하우스,조용하고 따뜻하고 여행으로는 딱 좋았어요!다음에도 방문할게요!
92,몽유화원게스트하우스,친절하시고 위치도 한옥마을에서 가까워서 좋았습니다. 주차장도 전용주차장은 아니지만 바로 근처라서 크게 불편함은 없었습니다. 후문을 통해 조그마한 마당도 있어서 좋았구요. 방이 다소 좁기는 합니다만 사진과 동일합니다. 잘때는 불편함도 없었고 난방도 미리해주셔서 따뜻하고 즐겁게 잘지냈습니다.
93,몽유화원게스트하우스,아이들과 가기 편안하고 좋았어요😀
94,몽유화원게스트하우스,같이 지내기에 부족함이 없었습니다
95,몽유화원게스트하우스,잘자고 갑니다
